LYLTY_CARD_NBR,TOT_SALES,PURCHASE_FREQUENCY,CLUSTER
164067,42.2,7,1
164068,92.2,11,1
164069,42.2,6,0
164070,40.4,7,0
164071,51.6,9,1
164072,71.4,7,1
164073,35.7,7,0
164074,49.4,6,0
164075,43.6,6,0
164076,38.0,5,0
164077,77.2,13,1
164078,24.6,3,0
164079,34.4,5,0
164080,41.4,6,0
164081,21.2,3,2
164082,68.8,8,1
164083,38.5,6,0
164084,14.0,2,2
164085,47.8,6,0
164086,60.6,9,1
164087,18.799999999999997,3,2
164088,49.6,7,1
164089,21.6,3,2
164090,64.3,10,1
164091,43.2,6,0
164092,25.0,5,0
164093,9.2,2,2
164094,63.0,10,1
164095,30.6,5,0
164096,35.2,5,0
164097,44.0,6,0
164098,20.4,3,2
164099,51.6,8,1
164100,35.8,5,0
164101,49.4,7,1
164102,57.9,9,1
164103,28.200000000000003,4,0
164104,48.2,6,0
164105,22.4,4,0
164106,49.0,9,1
164107,79.8,9,1
164108,69.7,9,1
164109,40.6,4,0
164110,69.8,11,1
164111,35.4,5,0
164112,67.4,9,1
164113,45.6,6,0
164114,37.0,6,0
164115,21.2,3,2
164116,32.4,4,0
164117,27.7,4,0
164118,48.8,7,1
164119,39.8,4,0
164120,30.400000000000002,4,0
164121,29.799999999999997,5,0
164122,36.0,6,0
164123,29.5,5,0
164124,66.8,10,1
164125,35.6,5,0
164126,62.1,10,1
164127,13.0,2,2
164128,47.8,7,1
164129,35.0,5,0
164130,48.8,6,0
164131,69.4,8,1
164132,34.0,5,0
164133,40.400000000000006,6,0
164134,70.6,10,1
164135,44.0,5,0
164136,21.8,3,2
164137,10.8,1,2
164138,35.4,6,0
164139,15.0,2,2
164140,44.8,6,0
164141,41.5,6,0
164142,70.4,9,1
164143,41.0,6,0
164144,36.4,6,0
164145,27.200000000000003,5,0
164146,50.8,6,1
164147,18.8,3,2
164148,26.8,4,0
164149,54.5,8,1
164150,19.6,4,0
164151,53.6,7,1
164152,33.0,5,0
164153,47.6,8,1
164154,43.6,6,0
164155,74.4,10,1
164156,41.2,5,0
164157,37.0,5,0
164158,25.5,4,0
164159,49.4,9,1
164160,25.4,3,0
164161,18.200000000000003,2,2
164162,20.4,2,2
164163,62.1,10,1
164164,40.4,5,0
164165,32.8,5,0
164166,39.0,5,0
164167,60.0,9,1
164168,12.8,2,2
164169,24.2,3,0
164170,16.8,3,2
164171,97.4,14,1
164172,50.400000000000006,7,1
164173,55.900000000000006,8,1
164174,9.5,2,2
164175,40.4,6,0
164176,50.0,9,1
164177,30.8,6,0
164178,45.6,7,1
164179,38.6,6,0
164180,65.9,10,1
164181,26.4,4,0
164182,62.6,9,1
164183,44.1,7,1
164184,38.6,6,0
164185,49.2,7,1
164186,19.4,2,2
164187,67.6,8,1
164188,47.0,5,0
164189,42.7,7,1
164190,55.0,9,1
164191,65.0,7,1
164192,35.2,4,0
164193,19.2,3,2
164194,27.4,4,0
164195,74.0,10,1
164196,41.6,7,1
164197,68.6,9,1
164198,40.6,7,0
164199,71.4,10,1
164200,24.2,4,0
164201,49.8,7,1
164202,64.5,9,1
164203,13.4,2,2
164204,89.4,12,1
164205,45.2,6,0
164206,47.6,7,1
164207,71.2,9,1
164208,32.8,6,0
164209,28.799999999999997,5,0
164210,43.4,7,1
164211,34.6,5,0
164212,38.2,7,0
164213,26.0,4,0
164214,30.8,4,0
164215,42.0,7,1
164216,35.0,5,0
164217,23.2,4,0
164218,50.4,8,1
164219,30.6,5,0
164220,40.2,7,0
164221,39.8,6,0
164222,32.4,5,0
164223,33.0,5,0
164224,59.2,9,1
164225,71.4,11,1
164226,71.2,10,1
164227,65.4,8,1
164228,41.4,7,1
164229,50.8,6,1
164230,28.8,4,0
164231,36.800000000000004,5,0
164232,16.4,3,2
164233,19.4,2,2
164234,9.2,2,2
164235,14.8,4,0
164236,53.400000000000006,8,1
164237,40.0,5,0
164238,34.8,5,0
164239,35.4,5,0
164240,30.8,4,0
164241,18.0,2,2
164242,27.0,3,0
164243,39.800000000000004,5,0
164244,38.8,5,0
164245,56.0,7,1
164246,71.9,10,1
164247,36.1,8,1
164248,52.3,8,1
164249,40.4,5,0
164250,41.199999999999996,6,0
164251,12.6,2,2
164252,4.2,1,2
164253,26.599999999999998,5,0
164254,31.0,5,0
164255,75.2,11,1
164256,43.4,6,0
164257,74.0,10,1
165000,43.6,5,0
165001,103.6,13,1
165002,25.6,3,0
165003,26.0,3,0
165004,27.8,3,0
165005,29.6,3,0
165006,82.8,9,1
165007,30.0,4,0
165008,31.0,4,0
165009,26.0,2,2
165010,15.0,2,2
165011,43.6,6,0
165012,28.400000000000002,3,0
165013,52.199999999999996,6,1
165014,56.2,6,1
165015,59.2,7,1
165016,24.0,3,0
165017,49.2,6,0
165018,14.600000000000001,2,2
165019,54.6,6,1
165020,43.599999999999994,5,0
165021,53.8,6,1
165022,52.8,6,1
165023,85.85,10,1
165024,25.2,3,0
165025,44.8,5,0
165026,38.0,5,0
165027,65.6,8,1
165028,58.6,7,1
165029,84.6,10,1
165030,49.8,5,0
165031,60.4,7,1
165032,16.0,2,2
165033,43.6,5,0
165034,16.0,2,2
165035,30.6,4,0
165036,20.6,2,2
165037,15.0,2,2
165038,64.4,7,1
165039,28.400000000000002,3,0
165040,17.4,2,2
165041,52.3,7,1
165042,82.4,9,1
165043,31.799999999999997,4,0
165044,44.2,5,0
165045,26.8,3,0
165046,9.2,1,2
165047,45.0,5,0
165048,43.8,5,0
165049,61.4,6,1
165050,57.4,7,1
165051,19.6,2,2
165052,25.6,3,0
165053,30.6,4,0
165054,18.4,2,2
165055,50.8,7,1
165056,26.0,3,0
165057,38.800000000000004,5,0
165058,47.2,5,0
165059,47.0,6,0
165060,15.2,2,2
165061,32.6,4,0
165062,49.6,5,0
165063,58.400000000000006,6,1
165064,40.6,5,0
165065,18.200000000000003,2,2
165066,50.6,5,0
165067,33.8,4,0
165068,19.4,2,2
165069,42.4,5,0
165070,18.4,2,2
165071,51.8,6,1
165072,37.8,5,0
165073,13.799999999999999,2,2
165074,49.0,6,0
165075,21.8,2,2
165076,70.6,8,1
165077,48.2,6,0
165078,40.0,4,0
165079,74.4,8,1
165080,24.599999999999998,3,0
165081,62.4,8,1
165082,20.6,2,2
165083,42.0,5,0
165084,33.199999999999996,4,0
165085,45.0,5,0
165086,45.7,6,0
165087,57.8,6,1
165088,30.200000000000003,3,0
165089,25.0,3,0
165090,25.700000000000003,4,0
165091,37.0,4,0
165092,55.2,6,1
165093,30.4,3,0
165094,62.8,7,1
165095,38.0,4,0
165096,51.1,7,1
165097,53.0,6,1
165098,76.0,9,1
165099,16.6,2,2
165100,34.3,4,0
165101,53.6,6,1
165102,30.2,3,0
165103,36.8,4,0
165104,34.8,4,0
165105,75.2,9,1
165106,37.0,4,0
165107,36.2,4,0
165108,33.0,4,0
165109,50.1,5,0
165110,21.2,3,2
165111,42.6,5,0
165112,36.0,4,0
165113,40.8,5,0
165114,47.0,5,0
165115,25.8,3,0
165116,37.8,4,0
165117,21.4,2,2
165118,58.0,6,1
165119,24.4,3,0
165120,57.0,6,1
165121,15.399999999999999,2,2
165122,36.2,5,0
165123,63.6,8,1
165124,29.4,3,0
165125,19.6,2,2
165126,9.2,1,2
165127,44.0,5,0
165128,40.2,4,0
165129,29.799999999999997,3,0
165130,69.2,6,1
165131,32.8,4,0
165132,34.0,4,0
165133,40.2,4,0
165134,63.2,8,1
165135,53.2,6,1
165136,25.6,3,0
165137,59.6,7,1
165138,62.0,7,1
165139,42.6,5,0
165140,25.4,3,0
165141,75.0,9,1
165142,27.2,3,0
165143,26.4,3,0
165144,32.8,4,0
165145,40.8,5,0
165146,52.6,6,1
165147,54.0,7,1
165148,38.0,5,0
165149,43.400000000000006,4,0
165150,49.4,5,0
165151,101.2,11,1
165152,62.2,7,1
165153,55.199999999999996,6,1
165154,30.6,3,0
165155,29.0,3,0
165156,20.6,2,2
165157,41.1,5,0
165158,23.6,3,0
165159,29.200000000000003,3,0
165160,43.8,4,0
165161,7.6,1,2
165162,41.3,5,0
165163,46.6,6,0
165164,23.0,3,0
165165,36.7,5,0
165166,35.6,4,0
165167,67.6,8,1
165168,43.0,5,0
165169,28.400000000000002,3,0
165170,58.6,7,1
165171,7.4,1,2
165172,53.3,6,1
165174,46.6,5,0
165175,32.0,3,0
165176,26.4,3,0
165177,53.0,6,1
165178,24.4,2,2
165179,65.2,7,1
165180,110.9,13,1
165181,22.6,3,0
165182,10.8,1,2
165183,16.0,2,2
165184,25.8,3,0
165185,50.3,6,1
165186,33.6,4,0
165187,28.8,3,0
165188,9.2,1,2
165189,35.400000000000006,4,0
165190,41.6,4,0
165192,46.0,5,0
165193,93.4,10,1
165194,38.0,5,0
165195,57.0,7,1
165196,22.6,3,0
165197,54.0,6,1
165198,40.1,5,0
165199,36.2,4,0
165200,43.2,5,0
165201,11.4,1,2
165202,35.0,4,0
165203,60.400000000000006,6,1
165204,34.4,4,0
165205,30.200000000000003,4,0
165206,66.0,7,1
165207,52.4,6,1
165208,55.0,6,1
165209,32.2,4,0
165210,43.2,5,0
165211,62.9,6,1
165212,55.8,7,1
165213,38.0,4,0
165214,18.6,2,2
165215,77.0,8,1
165216,48.8,6,0
165217,55.0,6,1
165218,51.0,6,1
165219,73.2,8,1
165220,54.6,6,1
165221,48.0,4,0
165222,78.2,7,1
165223,26.1,4,0
165224,71.0,8,1
165225,8.8,1,2
165226,60.0,6,1
165227,48.6,6,0
165228,41.6,4,0
165229,36.2,4,0
165230,52.4,6,1
165231,40.8,5,0
165232,15.4,2,2
165233,53.2,6,1
165234,43.5,5,0
165235,101.8,10,1
165236,20.2,3,2
165237,49.0,6,0
165238,7.4,1,2
165239,34.2,4,0
165240,18.4,2,2
165241,44.6,6,0
165242,33.4,4,0
165243,15.2,2,2
165244,60.6,7,1
165245,18.0,2,2
165246,8.8,1,2
165247,22.8,2,2
165248,90.4,9,1
165249,48.8,5,0
165250,58.800000000000004,7,1
165251,34.199999999999996,4,0
165252,40.6,4,0
165253,37.2,4,0
165254,11.2,2,2
165255,47.400000000000006,5,0
165256,65.6,7,1
165257,49.2,6,0
165258,15.0,2,2
165259,21.0,2,2
165260,33.8,4,0
165261,42.8,5,0
165262,41.8,5,0
165263,60.6,6,1
165264,36.2,4,0
165265,15.799999999999999,2,2
165266,37.800000000000004,4,0
165267,22.0,3,0
165268,49.0,4,0
165269,47.4,5,0
165270,45.2,5,0
165271,43.2,5,0
165272,50.0,6,1
165273,101.2,12,1
165274,39.6,5,0
165275,59.8,7,1
165276,22.4,3,0
165277,43.6,5,0
165278,34.8,4,0
165279,36.0,4,0
165280,22.4,3,0
165281,52.4,6,1
165282,96.5,11,1
165283,69.4,7,1
165284,72.2,9,1
165285,43.2,6,0
165286,42.0,5,0
165287,14.0,2,2
165288,51.8,6,1
165289,26.7,4,0
165290,23.400000000000002,3,0
165291,49.8,5,0
165292,36.4,4,0
165293,39.4,5,0
165294,38.0,4,0
165295,29.2,3,0
165296,27.6,3,0
165297,40.2,4,0
165298,7.6,1,2
165299,73.0,8,1
165300,36.0,4,0
165301,32.0,4,0
165302,19.0,2,2
165303,58.6,6,1
165304,27.9,3,0
165305,30.599999999999998,4,0
165306,40.7,5,0
165307,34.2,4,0
165308,25.6,3,0
165309,15.0,2,2
165310,21.6,2,2
165311,65.4,7,1
165312,44.6,5,0
165313,52.0,6,1
165314,50.6,6,1
165315,49.4,5,0
165316,43.6,5,0
165317,39.4,5,0
165318,78.80000000000001,8,1
165319,9.2,1,2
165320,69.9,8,1
165321,42.2,5,0
165322,19.200000000000003,2,2
165323,58.8,6,1
165324,26.400000000000002,3,0
165325,30.0,4,0
165326,65.2,7,1
165327,21.3,3,2
165328,54.2,6,1
165329,36.0,4,0
165331,11.4,1,2
165332,34.8,4,0
165333,51.4,6,1
165334,44.6,5,0
165335,10.8,1,2
165336,32.4,4,0
165337,8.8,1,2
165338,42.0,6,0
165339,9.2,1,2
165340,54.4,7,1
165341,42.8,5,0
165342,54.800000000000004,6,1
165343,33.8,4,0
165344,54.8,6,1
165345,31.2,4,0
165346,20.2,2,2
165347,27.6,3,0
165348,65.1,7,1
165349,42.2,5,0
165350,63.8,6,1
165351,44.8,5,0
165352,55.599999999999994,6,1
165353,63.4,8,1
165354,65.4,7,1
165355,25.6,3,0
165356,16.6,2,2
165357,15.2,2,2
165358,67.4,8,1
165359,31.400000000000002,3,0
165360,18.0,2,2
165361,37.8,4,0
165362,7.6,1,2
165363,43.2,5,0
165364,9.2,1,2
165365,36.0,4,0
165366,54.800000000000004,6,1
165367,15.399999999999999,2,2
165368,17.6,2,2
165369,46.8,5,0
165370,25.2,3,0
165371,35.6,4,0
165372,66.4,7,1
165373,48.8,5,0
165374,66.2,8,1
165375,65.2,7,1
165376,61.8,8,1
165377,26.799999999999997,3,0
165378,16.6,2,2
165379,19.6,2,2
165380,61.6,7,1
165381,42.6,4,0
165382,26.2,3,0
165383,34.4,4,0
165384,47.4,5,0
165385,16.799999999999997,2,2
165386,25.4,3,0
165387,37.0,5,0
165389,63.0,7,1
165390,35.0,4,0
165391,28.4,4,0
165392,70.6,9,1
165393,65.0,8,1
166000,20.5,3,2
166001,53.8,7,1
166002,29.0,4,0
166003,33.8,4,0
166004,34.8,4,0
166005,41.9,5,0
166006,28.0,3,0
166007,49.199999999999996,5,0
166008,28.4,4,0
166009,39.199999999999996,5,0
166010,25.7,4,0
166011,21.0,3,2
166012,25.2,3,0
166013,29.4,4,0
166014,25.6,3,0
166015,11.8,1,2
166016,46.3,6,0
166017,25.799999999999997,3,0
166018,11.2,2,2
166019,32.4,5,0
166020,44.8,6,0
166021,23.0,3,0
166022,21.200000000000003,3,2
166023,47.3,7,1
166024,23.6,3,0
166025,30.2,4,0
166026,16.6,2,2
166027,31.6,5,0
166028,12.3,2,2
166029,47.1,6,0
166030,39.6,4,0
166031,39.2,5,0
166032,22.2,2,2
166033,50.6,5,0
166034,82.4,10,1
166035,9.8,2,2
166036,35.7,5,0
166037,25.599999999999998,3,0
166038,14.7,2,2
166039,41.9,6,0
166040,3.8,1,2
166041,5.1,1,2
166042,16.0,2,2
166043,21.2,3,2
166044,55.1,5,0
166045,44.3,6,0
166046,28.5,4,0
166047,26.8,3,0
166048,20.0,2,2
166049,8.6,1,2
166050,26.3,4,0
166051,7.6,1,2
166052,20.8,3,2
166053,34.2,5,0
166054,16.0,2,2
166055,37.6,4,0
166057,23.6,3,0
166058,36.6,5,0
166059,32.1,5,0
166060,33.4,4,0
166061,54.400000000000006,7,1
166062,41.1,6,0
166063,27.4,3,0
166064,10.8,1,2
166065,26.200000000000003,3,0
166066,60.9,8,1
166067,23.2,3,0
166068,30.4,4,0
166069,51.4,6,1
166070,33.8,5,0
166071,58.1,7,1
166072,25.4,4,0
166073,18.8,2,2
166074,45.5,6,0
166075,33.800000000000004,5,0
166076,17.6,3,2
166077,26.0,3,0
166078,36.3,4,0
166079,19.0,3,2
166080,26.6,3,0
166081,16.6,2,2
166082,42.6,6,0
166083,8.4,1,2
166085,53.9,7,1
166086,9.2,1,2
166087,13.399999999999999,2,2
166088,46.2,5,0
166089,64.0,8,1
166090,25.4,3,0
166091,41.2,5,0
166092,23.8,3,0
166093,44.4,6,0
166094,24.400000000000002,3,0
166095,42.4,5,0
166096,24.8,3,0
166098,17.4,2,2
166099,17.6,2,2
166100,25.6,4,0
166101,53.7,7,1
166102,37.2,4,0
166103,18.0,2,2
166104,20.4,3,2
166105,42.0,6,0
166106,26.0,4,0
166107,29.4,4,0
166108,16.400000000000002,3,2
166109,52.7,8,1
166110,25.9,2,2
166111,30.9,4,0
166112,27.0,3,0
166113,27.799999999999997,4,0
166114,29.0,2,2
166115,60.2,7,1
166116,24.2,3,0
166117,31.1,4,0
166118,31.200000000000003,4,0
166119,31.799999999999997,4,0
166120,23.8,3,0
166121,17.200000000000003,2,2
166122,38.0,5,0
166123,21.0,2,2
166124,21.2,3,2
166125,37.0,4,0
166126,42.9,6,0
166127,33.2,4,0
166128,45.400000000000006,5,0
166129,4.4,1,2
166130,16.200000000000003,2,2
166132,44.1,5,0
166133,31.2,4,0
166134,14.4,2,2
166135,23.7,3,0
166136,7.2,1,2
166137,23.8,3,0
166138,27.8,3,0
166139,45.6,5,0
166140,15.2,2,2
166141,44.0,5,0
166142,50.8,6,1
166143,42.4,5,0
166144,38.5,6,0
166145,35.4,4,0
166146,67.8,9,1
166147,7.6,1,2
166148,35.199999999999996,6,0
166149,38.2,4,0
166150,22.8,3,0
166151,28.8,3,0
166152,35.5,5,0
166153,21.1,3,2
166154,63.4,7,1
166155,60.4,7,1
166156,27.900000000000002,3,0
166157,23.400000000000002,3,0
166158,10.8,1,2
166159,19.4,2,2
166160,92.80000000000001,11,1
166161,16.799999999999997,2,2
166162,29.900000000000002,4,0
166163,51.3,6,1
166164,56.8,6,1
166165,32.199999999999996,5,0
166166,32.4,5,0
166167,16.200000000000003,2,2
166168,51.6,6,1
166169,20.6,2,2
166170,42.2,5,0
166171,29.8,3,0
166172,20.3,3,2
166173,39.400000000000006,5,0
166174,30.2,4,0
166175,22.200000000000003,2,2
166176,58.9,8,1
166177,72.0,8,1
166178,21.2,3,2
166179,15.899999999999999,2,2
166180,34.6,5,0
166181,57.6,8,1
166182,15.2,2,2
166184,57.6,7,1
166185,29.8,3,0
166186,30.7,5,0
166187,55.6,7,1
166188,46.0,5,0
166189,25.1,4,0
166190,34.7,4,0
166191,36.1,5,0
166192,36.0,4,0
166193,20.799999999999997,3,2
166194,28.2,3,0
166195,74.60000000000001,9,1
166196,24.6,3,0
166197,37.599999999999994,4,0
166199,37.8,4,0
166200,43.6,5,0
166201,30.9,4,0
166202,40.2,5,0
166203,34.4,5,0
166204,12.5,2,2
166205,23.6,3,0
166206,58.7,7,1
166207,15.3,3,2
166208,13.6,2,2
166209,27.4,3,0
166210,111.60000000000001,13,1
166211,25.4,3,0
166212,17.799999999999997,2,2
166213,30.4,4,0
166214,41.9,5,0
166215,22.900000000000002,3,0
166216,39.5,5,0
166217,28.4,3,0
166218,33.8,4,0
166219,45.4,4,0
166220,27.0,3,0
166221,24.200000000000003,4,0
166222,42.2,5,0
166223,29.3,4,0
166224,22.8,3,0
166225,27.4,3,0
166226,39.400000000000006,6,0
166227,35.0,4,0
166228,45.8,5,0
166229,48.2,5,0
166230,12.2,2,2
166231,10.2,1,2
166232,5.4,1,2
166233,67.0,8,1
166234,60.9,8,1
166235,20.900000000000002,3,2
166236,74.2,8,1
166237,72.6,9,1
166238,39.4,5,0
166239,57.8,8,1
166240,32.8,4,0
166241,30.700000000000003,4,0
166242,43.0,5,0
166243,23.200000000000003,3,0
166244,23.4,3,0
166245,18.6,3,2
166246,45.0,6,0
166247,4.6,1,2
166248,40.8,4,0
166249,29.400000000000002,4,0
166250,43.0,7,1
166251,30.2,4,0
166252,38.8,4,0
166253,15.799999999999999,2,2
166254,15.2,2,2
166255,29.299999999999997,4,0
166256,59.4,7,1
166257,30.8,4,0
166258,16.799999999999997,2,2
166259,50.4,5,0
166260,34.4,4,0
166261,37.2,4,0
166262,43.05,7,1
166263,49.2,5,0
166264,14.6,2,2
166265,8.8,1,2
166266,64.0,7,1
166267,50.6,7,1
166268,7.4,1,2
166269,51.6,6,1
166270,14.0,2,2
166271,47.7,7,1
166272,69.2,8,1
166273,14.200000000000001,2,2
166274,25.799999999999997,3,0
166275,38.0,5,0
166276,44.7,6,0
166277,32.400000000000006,4,0
166278,12.2,2,2
166279,37.0,5,0
166280,17.799999999999997,2,2
166281,10.2,1,2
166282,15.799999999999999,2,2
166283,39.1,5,0
166284,22.8,3,0
166285,21.299999999999997,3,2
166286,16.799999999999997,2,2
166288,15.799999999999999,2,2
166289,34.6,4,0
166290,40.2,5,0
166291,25.2,3,0
166292,46.4,5,0
166294,21.5,3,2
166295,7.4,1,2
166296,41.8,5,0
166297,45.599999999999994,6,0
166298,45.3,6,0
166299,48.4,7,1
166300,43.6,6,0
166301,22.799999999999997,4,0
166302,40.8,5,0
166303,15.799999999999999,2,2
166304,22.4,3,0
166305,35.1,5,0
166306,69.8,9,1
166307,32.1,4,0
166308,22.2,3,0
166309,48.9,6,0
166310,14.600000000000001,2,2
166311,26.2,4,0
166312,27.2,3,0
166313,40.0,5,0
166314,8.8,1,2
166315,46.8,5,0
166316,44.0,5,0
166317,37.0,5,0
166318,23.1,4,0
166319,41.800000000000004,4,0
166320,57.8,7,1
166321,23.9,4,0
166322,84.8,10,1
166323,16.4,2,2
166324,28.0,3,0
166325,20.8,3,2
166327,39.4,4,0
166328,41.7,6,0
166329,35.8,5,0
166330,53.6,6,1
166331,15.799999999999999,2,2
166332,44.400000000000006,5,0
166333,15.8,2,2
166334,10.8,2,2
166335,15.899999999999999,3,2
166336,73.8,8,1
166337,42.0,5,0
166338,32.0,4,0
166339,16.6,2,2
166340,22.200000000000003,2,2
166341,13.399999999999999,2,2
166342,34.6,4,0
166343,81.7,10,1
166344,41.6,5,0
166345,27.8,3,0
166346,9.2,1,2
166347,32.0,6,0
166349,52.6,6,1
166350,40.1,6,0
166351,41.5,5,0
166352,8.8,1,2
166353,34.2,4,0
166354,13.5,2,2
166355,20.0,3,2
166356,28.0,4,0
166357,17.6,2,2
166358,42.5,6,0
166359,40.400000000000006,6,0
166360,23.8,3,0
166361,21.0,3,2
166362,19.4,3,2
166363,27.7,4,0
166364,34.8,5,0
166365,24.0,3,0
166366,39.5,5,0
166367,24.8,3,0
166368,33.0,4,0
166369,18.4,2,2
166370,27.6,3,0
166371,28.6,6,0
166372,24.0,3,0
166373,52.1,6,1
166374,25.2,3,0
166375,44.0,6,0
166376,56.5,7,1
166377,8.8,1,2
166378,35.3,6,0
167000,3.0,1,2
167001,9.8,2,2
167006,7.4,2,2
167008,5.4,1,2
167009,8.8,2,2
167011,14.4,2,2
167012,6.6,1,2
167014,16.4,3,2
167015,2.7,1,2
167016,7.4,1,2
167019,10.2,2,2
167021,14.299999999999999,2,2
167022,5.2,1,2
167023,1.7,1,2
167025,11.0,2,2
167026,6.6,2,2
167027,3.1,1,2
167028,1.9,1,2
167029,17.6,3,2
167032,22.1,4,0
167033,3.0,1,2
167034,11.3,3,2
167035,1.9,1,2
167036,8.8,1,2
167037,3.7,1,2
167039,3.8,1,2
167041,3.8,1,2
167043,2.1,1,2
167044,22.900000000000002,3,0
167045,14.0,3,2
167047,5.4,1,2
167048,9.2,3,2
167051,4.4,1,2
167052,9.4,2,2
167053,2.7,1,2
167057,7.1,2,2
167058,5.2,2,2
167059,8.7,3,2
167061,6.800000000000001,2,2
167062,3.0,1,2
167063,7.3,2,2
167064,9.8,2,2
167065,1.7,1,2
167066,3.8,1,2
167067,6.5,2,2
167068,5.7,2,2
167069,5.6,2,2
167070,3.9,1,2
167071,1.7,1,2
167072,6.800000000000001,2,2
167075,17.8,4,0
167076,4.4,1,2
167077,18.1,3,2
167078,4.4,1,2
167080,5.6,2,2
167082,3.3,1,2
167083,3.0,1,2
167084,19.0,3,2
167085,2.8,1,2
167087,5.4,1,2
167090,2.6,1,2
167092,4.9,2,2
167093,11.9,3,2
167094,11.7,3,2
167095,3.8,1,2
167096,17.3,4,0
167097,3.7,1,2
167098,6.0,2,2
167100,7.0,2,2
167101,1.5,1,2
167102,2.4,1,2
167103,11.1,2,2
167104,6.3,2,2
167106,2.7,1,2
167107,3.8,1,2
167108,13.0,3,2
167109,3.0,1,2
167110,8.4,2,2
167111,4.4,1,2
167112,3.6,1,2
167113,7.4,1,2
167114,2.1,1,2
167115,3.6,1,2
167116,4.5,2,2
167121,1.5,1,2
167122,4.2,1,2
167123,5.9,2,2
167124,10.4,2,2
167125,14.4,3,2
167127,2.7,1,2
167128,12.9,4,2
167129,4.4,1,2
167130,2.3,1,2
167132,6.0,1,2
167133,12.8,2,2
167134,8.0,2,2
167135,13.0,2,2
167138,5.4,1,2
167139,6.0,1,2
167140,8.1,2,2
167141,8.0,2,2
167142,2.8,1,2
167143,8.2,2,2
167144,4.6,1,2
167146,7.9,2,2
167148,3.7,1,2
167149,1.9,1,2
167150,3.3,1,2
167151,8.4,1,2
167153,19.200000000000003,2,2
167154,8.8,1,2
167156,5.2,1,2
167159,3.3,1,2
167162,5.7,1,2
167163,9.3,2,2
167166,1.8,1,2
167167,5.1,1,2
167168,3.8,1,2
167169,3.7,1,2
167170,2.1,1,2
167171,4.8,2,2
167172,3.8,1,2
167176,12.0,3,2
167177,3.8,1,2
167178,16.2,2,2
167179,6.5,1,2
167180,7.300000000000001,2,2
167181,5.1,1,2
167182,4.6,1,2
167183,6.4,2,2
167185,5.4,1,2
167187,21.6,4,0
167188,8.4,2,2
167189,10.6,3,2
167190,3.8,1,2
167191,12.5,2,2
167193,10.700000000000001,2,2
167194,5.7,1,2
167195,14.299999999999999,2,2
167196,3.0,1,2
167197,6.8,2,2
167199,3.0,1,2
167200,6.8,2,2
167202,24.6,3,0
167203,5.1,1,2
167205,6.0,1,2
167206,2.6,1,2
167208,3.7,1,2
167209,6.2,2,2
167210,5.7,2,2
167211,5.9,2,2
167213,8.2,2,2
167215,3.8,1,2
167216,4.6,1,2
167217,9.700000000000001,3,2
167218,2.4,1,2
167219,4.4,1,2
167220,2.6,1,2
167221,2.9,1,2
167222,10.4,2,2
167223,2.6,1,2
167224,16.1,3,2
167225,15.2,3,2
167226,3.7,1,2
167227,5.699999999999999,2,2
167228,3.0,1,2
167229,11.0,2,2
167230,5.4,2,2
167237,11.4,2,2
167240,2.8,1,2
167241,7.4,1,2
167242,3.8,1,2
167243,7.699999999999999,2,2
167244,4.4,1,2
167245,7.8,1,2
167247,5.4,1,2
167248,4.6,1,2
167249,10.4,2,2
167251,6.6,1,2
167252,9.0,2,2
167253,5.1,1,2
167255,3.0,1,2
167256,1.5,1,2
167258,8.3,2,2
167259,10.5,3,2
167260,5.1,2,2
167261,7.6,1,2
167263,3.1,1,2
167264,5.7,1,2
167265,3.8,1,2
167266,6.3,2,2
167267,2.9,1,2
167271,17.299999999999997,3,2
167274,5.4,1,2
167275,4.2,1,2
167278,2.7,1,2
167279,4.3,2,2
167282,3.7,1,2
167285,9.0,2,2
167286,7.3,2,2
167287,4.6,1,2
167288,30.1,3,0
167289,4.4,1,2
167290,3.7,1,2
167291,7.6,1,2
167293,5.7,1,2
167294,5.4,1,2
167295,9.8,3,2
167297,6.0,2,2
167298,6.3,1,2
167300,3.0,1,2
167304,4.6,1,2
167305,3.0,1,2
167306,7.4,1,2
167308,7.199999999999999,2,2
167309,4.4,1,2
167310,11.700000000000001,2,2
167311,4.6,1,2
167312,4.2,1,2
167313,3.0,1,2
167314,10.8,1,2
167315,1.9,1,2
167316,5.1,1,2
167317,2.7,1,2
167318,12.4,4,2
167319,4.4,1,2
167320,4.6,1,2
167322,3.0,1,2
167323,11.0,3,2
167324,8.2,2,2
167325,3.7,1,2
167326,4.4,1,2
167329,6.6,2,2
167330,5.7,1,2
167332,1.7,1,2
167337,13.8,3,2
167338,8.7,2,2
167340,3.7,1,2
167341,5.4,1,2
167343,10.6,2,2
167344,5.4,1,2
167346,5.8,1,2
167347,8.7,2,2
167348,2.7,1,2
167350,9.4,2,2
167351,3.7,1,2
167352,2.7,1,2
167353,2.1,1,2
167357,15.5,3,2
167358,2.9,1,2
167359,2.9,1,2
167360,5.4,1,2
167362,3.7,1,2
167365,3.6,1,2
167371,6.0,2,2
167372,2.7,1,2
167373,3.0,1,2
167376,4.6,1,2
167377,4.6,1,2
167378,1.9,1,2
167379,5.5,2,2
167381,12.1,3,2
167382,2.3,1,2
167383,4.2,1,2
167385,9.2,1,2
167386,10.0,2,2
167387,5.2,1,2
167388,7.8,2,2
167390,7.3,2,2
167392,1.9,1,2
167393,6.0,2,2
